crse	descr	min credit	max credit	days	start time	end time	newlibintensives	newlib	consent	instruction mode	enrolled	note	enrolling
MUTR-2420-01	Voice Production for the Actor	2.0	2.0	TR	09:30AM	10:50AM			Consent Required	In Person	0	Same: MUTR/THEA2420	Open
MUTR-3220-01	Musical Theatre Styles II	2.0	2.0						Consent Required	In Person	0	Same: MUTR/THEA3220	Open
MUTR-4500-01	Musical Theatre Showcase	2.0	2.0	MW	04:00PM	06:00PM			Consent Required	In Person	0	Same: MUTR/THEA4500	Open
NURS-1210-0E	Nutrition for Healthy Living	2.0	2.0					FSKL 7 Personal Wellness	Consent Required	Asynchronous Online	0		Open
NURS-2140-01	Introduction to Nursing	2.0	2.0	TR	12:00PM	12:50PM			Consent Required	In Person	0		Open
NURS-2140-0E	Introduction to Nursing	2.0	2.0						Consent Required	Asynchronous Online	0		Open
NURS-2241-01	Fundamentals II	5.0	5.0	MW	08:00AM	09:30AM			Consent Required	In Person	0		Open
NURS-2241L-LA	Fundamentals II - Lab	0.0	0.0	TR	07:00AM	11:50AM			Consent Required	In Person	0	laboratory	Open
NURS-2270-01	Pathophysiological Basis for Pharmacology in Nursing	4.0	4.0	MW	09:30AM	11:00AM			Consent Required	In Person	0		Open
NURS-2270L-LA	Pathophysiological Basis for Pharmacology in Nursing	0.0	0.0	R	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
NURS-2270L-LB	Pathophysiological Basis for Pharmacology in Nursing	0.0	0.0	R	03:00PM	04:50PM			Consent Required	In Person	0	laboratory	Open
NURS-2340-0B	Personal and Community Health Nursing	2.0	2.0	MW	01:00PM	02:50PM			Consent Required	Hybrid	0		Open
NURS-3361-01	Adult Health II	6.0	6.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
NURS-3361L-LA	Adult Health II - Lab	0.0	0.0	TR	07:00AM	03:30PM			Consent Required	In Person	0	laboratory	Open
NURS-3391-0E	Evidence-Based Research	3.0	3.0						Consent Required	Asynchronous Online	0		Open
NURS-4510-0E	Entry into Professional Nursing Practice	1.0	1.0						Consent Required	Asynchronous Online	0		Open
NURS-4521-01	Child Health	4.0	4.0	TR	09:00AM	11:30AM			Consent Required	In Person	0		Open
NURS-4521L-LA	Child Health - Lab	0.0	0.0						Consent Required	In Person	0	laboratory	Open
NURS-4950-01	Intercultural Capstone	4.0	4.0	T	01:00PM	03:00PM			Consent Required	In Person	0	Same: NURS/PUBH4950	Open
NURS-4960-01	Leadership Capstone	4.0	4.0	R	12:30PM	03:00PM			Consent Required	In Person	0		Open
NURS-4960L-LA	Leadership Capstone - Lab	0.0	0.0						Consent Required	In Person	0	laboratory	Open
NURS-4970-01	Clinical Capstone	2.0	2.0						Consent Required	In Person	0		Open
PACT-2400-01	Principles and Practices of Conflict Transformation	2.0	2.0	M	05:00PM	07:00PM			Consent Required	In Person	0		Open
PEHS-1000-01	Fitness and Wellness for Life	2.0	2.0	MWF	09:00AM	09:50AM		FSKL 7 Personal Wellness	Consent Required	In Person	0		Open
PEHS-1000-02	Fitness and Wellness for Life	2.0	2.0	MWF	10:00AM	10:50AM		FSKL 7 Personal Wellness	Consent Required	In Person	0		Open
PEHS-1000-03	Fitness and Wellness for Life	2.0	2.0	MWF	02:00PM	02:50PM		FSKL 7 Personal Wellness	Consent Required	In Person	0		Open
PEHS-1100-01	Beginning Swimming	1.0	1.0	MW	02:00PM	02:50PM			Consent Required	In Person	0		Open
PEHS-1200-01	Co-Curricular Activity	1.0	1.0						Consent Required	In Person	0		Open
PEHS-1200-02	Co-Curricular Activity	1.0	1.0						Consent Required	In Person	0		Open
PEHS-1200-03	Co-Curricular Activity	1.0	1.0						Consent Required	In Person	0		Open
PEHS-1200-04	Co-Curricular Activity	1.0	1.0						Consent Required	In Person	0		Open
PEHS-1200-05	Co-Curricular Activity	1.0	1.0						Consent Required	In Person	0		Open
PEHS-1200-06	Co-Curricular Activity	1.0	1.0						Consent Required	In Person	0		Open
PEHS-1200-07	Co-Curricular Activity	1.0	1.0						Consent Required	In Person	0		Open
PEHS-1450-01	First Aid	2.0	2.0	MWF	08:00AM	08:50AM			Consent Required	In Person	0		Open
PEHS-2260-01	Advanced Conditioning Sports Performance	1.0	1.0						Consent Required	In Person	0		Open
PEHS-2260-02	Advanced Conditioning Sports Performance	1.0	1.0						Consent Required	In Person	0		Open
PEHS-2260-03	Advanced Conditioning Sports Performance	1.0	1.0						Consent Required	In Person	0		Open
PEHS-2260-04	Advanced Conditioning Sports Performance	1.0	1.0						Consent Required	In Person	0		Open
PEHS-3050-01	Techniques of Coaching Football	1.0	1.0						Consent Required	In Person	0		Open
PEHS-3070-01	Techniques of Coaching Basketball	1.0	1.0						Consent Required	In Person	0		Open
PEHS-3340-01	Sociology of Sport	3.0	3.0	MWF	09:00AM	09:50AM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
PEHS-3410-01	Sports Administration	3.0	3.0	MWF	08:00AM	08:50AM			Consent Required	In Person	0		Open
PETE-1300-01	Introduction to Sports/Physical Activity/Recreation	2.0	2.0	TR	09:00AM	09:50AM			Consent Required	In Person	0		Open
PETE-2250-01	Motor Behavior	3.0	3.0	MWF	01:00PM	01:50PM	Writing Intensive		Consent Required	In Person	0		Open
PETE-3720-01	Sports/Physical Activity/Recreation for Special Populations	3.0	3.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
PHYS-2140-01	General Physics I (Algebra Based)	4.0	4.0	MWF	08:00AM	08:50AM		WKNW 2 Scientific Ways Knowg	Consent Required	In Person	0		Open
PHYS-2140L-LA	General Physics I (Algebra Based)	0.0	0.0	T	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
PHYS-2140L-LB	General Physics I (Algebra Based)	0.0	0.0	R	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
PHYS-2140L-LC	General Physics I (Algebra Based)	0.0	0.0	R	03:00PM	04:50PM			Consent Required	In Person	0	laboratory	Open
PHYS-2240-01	General Physics I (Calculus Based)	4.0	4.0	MWF	11:00AM	11:50AM		WKNW 2 Scientific Ways Knowg	Consent Required	In Person	0		Open
PHYS-2240L-LA	General Physics I (Calculus Based)	0.0	0.0	T	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
PHYS-2240L-LB	General Physics I (Calculus Based)	0.0	0.0	R	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
PHYS-2240L-LC	General Physics I (Calculus Based)	0.0	0.0	R	03:00PM	04:50PM			Consent Required	In Person	0	laboratory	Open
POSC-2120-01	State and Local Government	3.0	3.0	MWF	02:00PM	02:50PM			Consent Required	In Person	0		Open
POSC-2200-01	Public Policy	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
POSC-2420-01	Applied Statistics Lab	2.0	2.0	TR	01:00PM	01:50PM			Consent Required	In Person	0		Open
POSC-2580-01	Principles of Geography	3.0	3.0	MWF	10:00AM	10:50AM			Consent Required	In Person	0	Same: POSC/GLBL2580	Open
POSC-2840-01	Model Diplomacy and Simulation Conferences	0.0	1.0						Consent Required	In Person	0		Open
POSC-3010-01	History of Political Thought	3.0	3.0	TR	02:30PM	03:45PM			Consent Required	In Person	0	Same: HIST/POSC/PHIL3010	Open
POSC-3211-01	The Congress	3.0	3.0	TR	02:30PM	03:45PM	Speaking/Writing UpDiv Intens		Consent Required	In Person	0		Open
POSC-3360-01	War Peace and Security	3.0	3.0	TR	09:30AM	10:45AM			Consent Required	In Person	0		Open
POSC-3370-01	Intelligence and Security Studies	3.0	3.0	TR	01:00PM	02:15PM	Speaking Intensive		Consent Required	In Person	0		Open
POSC-4800-01	Government Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4800-02	Government Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4800-03	Government Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4800-04	Government Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4800-05	Government Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4800-06	Government Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4800-07	Government Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4800-08	Government Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4810-01	Legal Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4810-02	Legal Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4810-03	Legal Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4810-04	Legal Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4820-01	International Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4820-02	International Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4820-03	International Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4820-04	International Internship	1.0	4.0						Consent Required	In Person	0		Open
POSC-4930-01	Senior Seminar	1.0	1.0	F	12:00PM	12:50PM			Consent Required	In Person	0		Open
PSYC-2000-01	General Psychology	3.0	3.0	TR	01:00PM	02:15PM		WKNW 5 Social/Behav Ways	Consent Required	In Person	0		Open
PSYC-2010-01	Research Methods in Psychology	3.0	3.0	TR	09:30AM	10:45AM	Writing Intensive		Consent Required	In Person	0		Open
PSYC-2100-01	Interpersonal Relationships	4.0	4.0	MW	03:00PM	04:50PM			Consent Required	In Person	0		Open
PSYC-2100-02	Interpersonal Relationships	4.0	4.0	TR	02:30PM	04:20PM			Consent Required	In Person	0		Open
PSYC-2110-01	Educational Psychology	3.0	3.0	MWF	01:00PM	01:50PM		WKNW 5 Social/Behav Ways	Consent Required	In Person	0	Same: PSYC/EDUC2110	Open
PSYC-2440-01	Applied Statistics and Introduction to Research	4.0	4.0	MTWR	10:00AM	10:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
PSYC-2850-01	Practicum in Leadership Skills	2.0	2.0	R	04:30PM	05:20PM			Consent Required	In Person	0	Same: PSYC/EDUC/SOCI2850	Open
PSYC-3080-0E	Forensic Psychology	2.0	2.0						Consent Required	Asynchronous Online	0	Same: PSYC3080/CRIM3080	Open
PSYC-3100-01	Human Brain Dysfunction	4.0	4.0						Consent Required	In Person	0		Open
PSYC-3220-01	Organizational Behavior and Theory	3.0	3.0	MWF	08:00AM	08:50AM			Consent Required	In Person	0	Same: BSNS4010/PSYC3220	Open
PSYC-3400-01	Memory	4.0	4.0	MF	09:00AM	09:50AM			Consent Required	In Person	0		Open
PSYC-3400-01	Memory	4.0	4.0	TR	08:30AM	09:20AM			Consent Required	In Person	0		Open
PSYC-3450-01	Health Psychology	4.0	4.0						Consent Required	In Person	0		Open
PSYC-4030-01	Counseling and Psychotherapy	4.0	4.0	MTWR	01:00PM	01:50PM			Consent Required	In Person	0		Open
PSYC-4100-01	Leadership and Training Skills	2.0	2.0	R	04:30PM	05:20PM			Consent Required	In Person	0		Open
PSYC-4520-01	Capstone Research II	2.0	2.0	MW	11:00AM	11:50AM	Speaking Intensive		Consent Required	In Person	0		Open
PSYC-4800-01	Internship in Youth Leadership	2.0	2.0	MF	12:00PM	12:50PM			Consent Required	In Person	0	Same: PSYC/EDUC/SOCI4800	Open
RLGN-1100-0EA	Introduction to Spiritual Formation	3.0	3.0					FSKL 7 Personal Wellness	Consent Required	Asynchronous Online	0		Open
RLGN-2000-01	Introduction to Religion	3.0	3.0	MWF	11:00AM	11:50AM			Not Enrolling	In Person	0		Closed
RLGN-2130-01	Introduction to Christian Ethics	3.0	3.0	TR	01:00PM	02:15PM			Consent Required	In Person	0		Open
RLGN-3010-01	Faith in Context	3.0	3.0	TR	01:00PM	02:15PM		WKNW 1 Christian Ways Knowg	Consent Required	In Person	0		Open
RLGN-3010-02	Faith in Context	3.0	3.0	TR	02:30PM	03:45PM		WKNW 1 Christian Ways Knowg	Consent Required	In Person	0		Open
RLGN-3420-01	American Religious History	3.0	3.0	TR	02:30PM	03:45PM			Consent Required	In Person	0	Same: RLGN/HIST3420	Open
SOCI-2010-01	Intro to Sociology	3.0	3.0	MWF	10:00AM	10:50AM		WKNW 5 Social/Behav Ways	Consent Required	In Person	0		Open
SOCI-2020-01	Social Problems	3.0	3.0	MWF	01:00PM	01:50PM		WKNW 5 Social/Behav Ways	Consent Required	In Person	0		Open
SOCI-2020-0EA	Social Problems	3.0	3.0					WKNW 5 Social/Behav Ways	Consent Required	Asynchronous Online	0		Open
SOCI-2450-01	Introduction to Issues in Race and Ethnicity	3.0	3.0	TR	09:30AM	10:45AM			Consent Required	In Person	0		Open
SOCI-2510-0B	The Nature of Crime and Social Deviance	4.0	4.0	MWF	11:00AM	11:50AM	Writing Intensive		Consent Required	Hybrid	0	Same: CRIM/SOCI2510	Open
SOCI-2850-01	Practicum in Leadership Skills	2.0	2.0	F	12:00PM	12:50PM			Consent Required	In Person	0	Same: PSYC/EDUC/SOCI2850	Open
SOCI-3010-01	Social Psychology	4.0	4.0	MW	01:00PM	02:50PM	Writing Intensive Upper Div		Consent Required	In Person	0	Same: PSYC/SOCI/PUBH3010	Open
SOCI-3100-01	Human Sexuality	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
SOCI-3700-0E	Introduction to Social Research	4.0	4.0				Writing Intensive Upper Div		Consent Required	Asynchronous Online	0	Same: SOCI/PUBH3700	Open
SOCI-4800-01	Internship in Youth Leadership	2.0	2.0	MF	12:00PM	12:50PM			Consent Required	In Person	0	Same: PSYC/EDUC/SOCI4800	Open
SOWK-3100-0B	Social Welfare Policy	4.0	4.0	TR	09:30AM	10:45AM			Consent Required	Hybrid	0		Open
SOWK-4710-01	Social Work Practice	4.0	4.0	TR	01:00PM	02:50PM			Consent Required	Hybrid	0		Open
SOWK-4850-01	Social Work Practicum	12.0	12.0				Speaking Intensive		Consent Required	In Person	0		Open
SPAN-1010-01	Elementary Spanish I	4.0	4.0	TR	09:30AM	10:45PM		WKNW 6 Glob/Intcult Ways FL	Consent Required	In Person	0		Open
SPAN-1010-02	Elementary Spanish I	4.0	4.0	MR	05:30PM	07:10PM		WKNW 6 Glob/Intcult Ways FL	Consent Required	In Person	0		Open
SPAN-1010L-LA	Elementary Spanish I Lab	0.0	0.0						Consent Required	In Person	0	laboratory	Open
SPAN-1010L-LB	Elementary Spanish I Lab	0.0	0.0						Consent Required	In Person	0	laboratory	Open
SPAN-1020-0E	Elementary Spanish II	4.0	4.0					WKNW 6 Glob/Intcult Ways FL	Consent Required	Asynchronous Online	0		Open
SPAN-2020-01	Intermediate Spanish II	4.0	4.0	F	01:00PM	01:00PM		WKNW 6 Glob/Intcult Ways FL	Consent Required	In Person	0	laboratory	Open
SPAN-2020-01	Intermediate Spanish II	4.0	4.0	MTW	01:00PM	01:50PM		WKNW 6 Glob/Intcult Ways FL	Consent Required	In Person	0		Open
SPAN-2600-01	Topics in Spanish:	1.0	4.0	MWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
SPAN-3020-01	Spanish Conversation	4.0	4.0				Speaking Intensive	WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0	laboratory	Open
SPAN-3020-01	Spanish Conversation	4.0	4.0	MWF	02:00PM	02:50PM	Speaking Intensive	WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0		Open
SPAN-4550-01	Intensive Experience in Spanish	1.0	6.0						Consent Required	In Person	0		Open
SPAN-4650-01	Directed Individual Study	1.0	4.0						Consent Required	In Person	0		Open
SPED-2400-01	Introduction to Mild Disabilities	3.0	3.0	TR	08:00AM	09:15AM		FSKL 2 Civ Discrse Crit Reas	Consent Required	In Person	0		Open
SPED-2550-01	Characteristics of Emotional and Behavioral Disorders of Children and Youth	3.0	3.0	TR	09:30AM	10:45AM			Consent Required	In Person	0		Open
SPED-3200-01	Classroom Instruction for Mild Disabilities	3.0	3.0	TR	01:00PM	02:15PM			Consent Required	In Person	0		Open
SPRL-2450-01	Physical Activity Cluster III: Focus on Recreational Activities and Outdoor Pursuits	3.0	3.0	TR	01:00PM	02:50PM			Consent Required	In Person	0		Open
SPRL-3250-0E	Legal Aspects of Sport and Recreation	3.0	3.0						Consent Required	Asynchronous Online	0		Open
SPRL-3300-01	Management of Sport Facilities and Events	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
SPRL-4850-01	Practicum in Sport and Recreational Leadership	3.0	3.0						Consent Required	In Person	0		Open
THEA-2120-01	Acting II	3.0	3.0	TR	01:00PM	02:20PM			Consent Required	In Person	0		Open
THEA-2210-01	Stagecraft	3.0	3.0	TR	02:30PM	03:45PM			Consent Required	In Person	0		Open
THEA-2420-01	Voice Production for the Actor	2.0	2.0	TR	09:30AM	10:50AM			Consent Required	In Person	0	Same: MUTR/THEA2420	Open
THEA-2890-01	Production Practicum	1.0	1.0						Consent Required	In Person	0		Open
THEA-4500-01	Musical Theatre Showcase	2.0	2.0	MW	04:00PM	06:00PM			Consent Required	In Person	0	Same: MUTR/THEA4500	Open
THEA-4800-01	Senior Project	1.0	4.0						Consent Required	In Person	0		Open
